season,match_date,team,manager,manager_start_date,points,points_last_5,points_last_10,matches_into_tenure_so_far,tenure_days_so_far,league_position_before_match,points_to_date,gd_to_date,expectation_baseline,expectation_source,expectation_gap,event_observed,event_type,tenure_total_duration_days,tenure_end_date
0506,03/01/2006,Man United,Alex Ferguson,06/11/1986,1,13,26,20,6998,1,44,23,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,06/11/2005,Man United,Alex Ferguson,06/11/1986,3,7,18,10,6940,2,18,4,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,17/12/2005,Man United,Alex Ferguson,06/11/1986,3,13,23,16,6981,1,34,15,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,29/03/2006,Man United,Alex Ferguson,06/11/1986,3,15,22,30,7083,1,66,32,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,29/10/2005,Man United,Alex Ferguson,06/11/1986,0,8,18,9,6932,5,18,7,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,12/03/2006,Man United,Alex Ferguson,06/11/1986,3,12,20,27,7066,1,57,26,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,22/10/2005,Man United,Alex Ferguson,06/11/1986,1,8,17,8,6925,2,17,7,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,27/11/2005,Man United,Alex Ferguson,06/11/1986,3,10,18,12,6961,1,24,7,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,17/04/2006,Man United,Alex Ferguson,06/11/1986,3,13,28,34,7102,2,76,36,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,11/12/2005,Man United,Alex Ferguson,06/11/1986,1,12,20,14,6975,1,30,11,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,26/03/2006,Man United,Alex Ferguson,06/11/1986,3,15,22,29,7080,1,63,29,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,13/08/2005,Man United,Alex Ferguson,06/11/1986,3,,,0,6855,1,0,0,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,18/09/2005,Man United,Alex Ferguson,06/11/1986,1,10,10,4,6891,2,10,5,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,07/05/2006,Man United,Alex Ferguson,06/11/1986,3,8,23,37,7122,2,80,34,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,01/04/2006,Man United,Alex Ferguson,06/11/1986,3,15,24,31,7086,2,69,33,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,20/08/2005,Man United,Alex Ferguson,06/11/1986,3,3,3,1,6862,1,3,2,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,28/08/2005,Man United,Alex Ferguson,06/11/1986,3,6,6,2,6870,1,6,3,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,04/02/2006,Man United,Alex Ferguson,06/11/1986,3,7,18,24,7030,1,48,21,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,15/10/2005,Man United,Alex Ferguson,06/11/1986,3,8,14,7,6918,3,14,5,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,18/03/2006,Man United,Alex Ferguson,06/11/1986,3,12,20,28,7072,1,60,28,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,26/12/2005,Man United,Alex Ferguson,06/11/1986,3,13,23,17,6990,2,37,17,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,01/02/2006,Man United,Alex Ferguson,06/11/1986,0,8,21,23,7027,2,48,22,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,03/12/2005,Man United,Alex Ferguson,06/11/1986,3,10,18,13,6967,2,27,8,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,09/04/2006,Man United,Alex Ferguson,06/11/1986,3,15,27,32,7094,2,72,34,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,19/11/2005,Man United,Alex Ferguson,06/11/1986,3,10,18,11,6953,3,21,5,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,14/01/2006,Man United,Alex Ferguson,06/11/1986,0,11,24,21,7009,1,45,23,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,01/05/2006,Man United,Alex Ferguson,06/11/1986,1,10,25,36,7116,1,79,34,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,29/04/2006,Man United,Alex Ferguson,06/11/1986,0,13,28,35,7114,2,79,37,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,11/02/2006,Man United,Alex Ferguson,06/11/1986,3,7,20,25,7037,2,51,23,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,24/09/2005,Man United,Alex Ferguson,06/11/1986,0,11,11,5,6897,3,11,5,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,10/09/2005,Man United,Alex Ferguson,06/11/1986,1,9,9,3,6883,4,9,5,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,31/12/2005,Man United,Alex Ferguson,06/11/1986,3,11,23,19,6995,2,41,20,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,14/12/2005,Man United,Alex Ferguson,06/11/1986,3,13,20,15,6978,1,31,11,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,06/03/2006,Man United,Alex Ferguson,06/11/1986,3,9,20,26,7060,1,54,25,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,01/10/2005,Man United,Alex Ferguson,06/11/1986,3,8,11,6,6904,4,11,4,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,22/01/2006,Man United,Alex Ferguson,06/11/1986,3,8,21,22,7017,2,45,21,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,14/04/2006,Man United,Alex Ferguson,06/11/1986,1,15,27,33,7099,1,75,36,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,28/12/2005,Man United,Alex Ferguson,06/11/1986,1,13,23,18,6992,2,40,20,,no_prior_data,,0,end_of_season,9704,01/06/2013
0506,10/12/2005,Charlton,Alan Curbishley,24/07/1991,3,0,7,14,5253,10,19,-4,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,10/09/2005,Charlton,Alan Curbishley,24/07/1991,3,9,9,3,5162,3,9,6,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,26/11/2005,Charlton,Alan Curbishley,24/07/1991,0,4,13,12,5239,7,19,0,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,05/11/2005,Charlton,Alan Curbishley,24/07/1991,0,7,19,10,5218,3,19,5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,08/04/2006,Charlton,Alan Curbishley,24/07/1991,1,8,13,32,5372,5,43,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,31/12/2005,Charlton,Alan Curbishley,24/07/1991,3,3,7,17,5274,12,22,-6,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,05/02/2006,Charlton,Alan Curbishley,24/07/1991,0,8,11,22,5310,4,30,-4,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,17/12/2005,Charlton,Alan Curbishley,24/07/1991,0,3,10,15,5260,7,22,-2,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,13/08/2005,Charlton,Alan Curbishley,24/07/1991,3,,,0,5134,1,0,0,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,12/03/2006,Charlton,Alan Curbishley,24/07/1991,3,6,11,28,5345,5,36,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,12/02/2006,Charlton,Alan Curbishley,24/07/1991,0,8,14,24,5317,3,33,-4,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,20/08/2005,Charlton,Alan Curbishley,24/07/1991,3,3,3,1,5141,1,3,2,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,22/04/2006,Charlton,Alan Curbishley,24/07/1991,0,8,14,35,5386,5,47,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,22/01/2006,Charlton,Alan Curbishley,24/07/1991,1,6,9,20,5296,4,28,-4,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,24/09/2005,Charlton,Alan Curbishley,24/07/1991,3,12,12,5,5176,2,12,5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,22/10/2005,Charlton,Alan Curbishley,24/07/1991,3,7,16,8,5204,4,16,5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,04/12/2005,Charlton,Alan Curbishley,24/07/1991,0,3,10,13,5247,2,19,-1,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,02/04/2006,Charlton,Alan Curbishley,24/07/1991,1,8,13,31,5366,2,42,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,19/11/2005,Charlton,Alan Curbishley,24/07/1991,0,4,16,11,5232,6,19,2,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,01/10/2005,Charlton,Alan Curbishley,24/07/1991,0,12,15,6,5183,1,15,6,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,02/01/2006,Charlton,Alan Curbishley,24/07/1991,0,6,9,18,5276,8,25,-4,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,25/02/2006,Charlton,Alan Curbishley,24/07/1991,1,5,12,26,5330,5,34,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,26/12/2005,Charlton,Alan Curbishley,24/07/1991,0,3,7,16,5269,11,22,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,08/02/2006,Charlton,Alan Curbishley,24/07/1991,3,5,11,23,5313,2,30,-6,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,04/03/2006,Charlton,Alan Curbishley,24/07/1991,1,5,13,27,5337,8,35,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,14/01/2006,Charlton,Alan Curbishley,24/07/1991,3,6,6,19,5288,11,25,-6,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,28/08/2005,Charlton,Alan Curbishley,24/07/1991,3,6,6,2,5149,1,6,3,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,17/09/2005,Charlton,Alan Curbishley,24/07/1991,0,12,12,4,5169,2,12,7,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,26/03/2006,Charlton,Alan Curbishley,24/07/1991,3,6,11,30,5359,4,39,-7,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,22/02/2006,Charlton,Alan Curbishley,24/07/1991,1,5,11,25,5327,1,33,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,29/10/2005,Charlton,Alan Curbishley,24/07/1991,0,7,19,9,5211,2,19,6,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,07/05/2006,Charlton,Alan Curbishley,24/07/1991,0,4,12,37,5401,12,47,-10,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,17/10/2005,Charlton,Alan Curbishley,24/07/1991,1,9,15,7,5199,1,15,5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,15/04/2006,Charlton,Alan Curbishley,24/07/1991,0,8,14,33,5379,9,44,-5,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,18/03/2006,Charlton,Alan Curbishley,24/07/1991,0,6,14,29,5351,10,39,-4,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,29/04/2006,Charlton,Alan Curbishley,24/07/1991,0,5,13,36,5393,7,47,-8,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,17/04/2006,Charlton,Alan Curbishley,24/07/1991,3,5,11,34,5381,8,44,-6,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,31/01/2006,Charlton,Alan Curbishley,24/07/1991,1,7,10,21,5305,3,29,-4,,no_prior_data,,0,end_of_season,5402,08/05/2006
0506,03/12/2005,Arsenal,Arsène Wenger,01/10/1996,0,13,20,13,3350,3,26,12,,no_prior_data,,1,sacked,7894,13/05/2018
0506,22/10/2005,Arsenal,Arsène Wenger,01/10/1996,3,7,13,8,3308,6,13,5,,no_prior_data,,1,sacked,7894,13/05/2018
0506,10/09/2005,Arsenal,Arsène Wenger,01/10/1996,0,6,6,3,3266,6,6,4,,no_prior_data,,1,sacked,7894,13/05/2018
0506,09/04/2006,Arsenal,Arsène Wenger,01/10/1996,0,12,16,31,3477,4,53,30,,no_prior_data,,1,sacked,7894,13/05/2018
0506,04/02/2006,Arsenal,Arsène Wenger,01/10/1996,3,5,11,23,3413,3,37,17,,no_prior_data,,1,sacked,7894,13/05/2018
0506,31/12/2005,Arsenal,Arsène Wenger,01/10/1996,1,6,19,18,3378,6,32,12,,no_prior_data,,1,sacked,7894,13/05/2018
0506,26/11/2005,Arsenal,Arsène Wenger,01/10/1996,3,10,20,12,3343,3,23,9,,no_prior_data,,1,sacked,7894,13/05/2018
0506,24/08/2005,Arsenal,Arsène Wenger,01/10/1996,3,3,3,2,3249,4,3,1,,no_prior_data,,1,sacked,7894,13/05/2018
0506,28/12/2005,Arsenal,Arsène Wenger,01/10/1996,3,6,16,17,3375,6,29,8,,no_prior_data,,1,sacked,7894,13/05/2018
0506,29/10/2005,Arsenal,Arsène Wenger,01/10/1996,1,10,16,9,3315,7,16,6,,no_prior_data,,1,sacked,7894,13/05/2018
0506,04/05/2006,Arsenal,Arsène Wenger,01/10/1996,3,8,20,36,3502,1,61,33,,no_prior_data,,1,sacked,7894,13/05/2018
0506,12/04/2006,Arsenal,Arsène Wenger,01/10/1996,1,12,16,32,3480,1,53,28,,no_prior_data,,1,sacked,7894,13/05/2018
0506,14/02/2006,Arsenal,Arsène Wenger,01/10/1996,0,7,15,25,3423,2,41,19,,no_prior_data,,1,sacked,7894,13/05/2018
0506,24/09/2005,Arsenal,Arsène Wenger,01/10/1996,1,9,9,5,3280,7,9,5,,no_prior_data,,1,sacked,7894,13/05/2018
0506,19/11/2005,Arsenal,Arsène Wenger,01/10/1996,3,10,17,11,3336,4,20,8,,no_prior_data,,1,sacked,7894,13/05/2018
0506,15/04/2006,Arsenal,Arsène Wenger,01/10/1996,3,10,17,33,3483,3,54,28,,no_prior_data,,1,sacked,7894,13/05/2018
0506,04/03/2006,Arsenal,Arsène Wenger,01/10/1996,3,4,12,27,3441,4,41,17,,no_prior_data,,1,sacked,7894,13/05/2018
0506,12/03/2006,Arsenal,Arsène Wenger,01/10/1996,3,7,12,28,3449,3,44,21,,no_prior_data,,1,sacked,7894,13/05/2018
0506,19/09/2005,Arsenal,Arsène Wenger,01/10/1996,3,6,6,4,3275,1,6,3,,no_prior_data,,1,sacked,7894,13/05/2018
0506,21/01/2006,Arsenal,Arsène Wenger,01/10/1996,0,11,17,21,3399,2,37,19,,no_prior_data,,1,sacked,7894,13/05/2018
0506,18/12/2005,Arsenal,Arsène Wenger,01/10/1996,0,9,17,15,3365,3,26,9,,no_prior_data,,1,sacked,7894,13/05/2018
0506,11/02/2006,Arsenal,Arsène Wenger,01/10/1996,1,7,14,24,3420,4,40,19,,no_prior_data,,1,sacked,7894,13/05/2018
0506,01/04/2006,Arsenal,Arsène Wenger,01/10/1996,3,9,16,30,3469,5,50,25,,no_prior_data,,1,sacked,7894,13/05/2018
0506,14/01/2006,Arsenal,Arsène Wenger,01/10/1996,3,8,17,20,3392,4,34,12,,no_prior_data,,1,sacked,7894,13/05/2018
0506,03/01/2006,Arsenal,Arsène Wenger,01/10/1996,1,7,17,19,3381,2,33,12,,no_prior_data,,1,sacked,7894,13/05/2018
0506,21/08/2005,Arsenal,Arsène Wenger,01/10/1996,0,3,3,1,3246,1,3,2,,no_prior_data,,1,sacked,7894,13/05/2018
0506,05/11/2005,Arsenal,Arsène Wenger,01/10/1996,3,8,17,10,3322,4,17,6,,no_prior_data,,1,sacked,7894,13/05/2018
0506,14/08/2005,Arsenal,Arsène Wenger,01/10/1996,3,,,0,3239,1,0,0,,no_prior_data,,1,sacked,7894,13/05/2018
0506,26/12/2005,Arsenal,Arsène Wenger,01/10/1996,3,6,16,16,3373,8,26,7,,no_prior_data,,1,sacked,7894,13/05/2018
0506,02/10/2005,Arsenal,Arsène Wenger,01/10/1996,3,7,10,6,3288,4,10,5,,no_prior_data,,1,sacked,7894,13/05/2018
0506,01/02/2006,Arsenal,Arsène Wenger,01/10/1996,0,8,14,22,3410,4,37,18,,no_prior_data,,1,sacked,7894,13/05/2018
0506,25/02/2006,Arsenal,Arsène Wenger,01/10/1996,0,4,15,26,3434,2,41,18,,no_prior_data,,1,sacked,7894,13/05/2018
0506,15/10/2005,Arsenal,Arsène Wenger,01/10/1996,0,10,13,7,3301,5,13,6,,no_prior_data,,1,sacked,7894,13/05/2018
0506,18/03/2006,Arsenal,Arsène Wenger,01/10/1996,3,7,14,29,3455,3,47,22,,no_prior_data,,1,sacked,7894,13/05/2018
0506,22/04/2006,Arsenal,Arsène Wenger,01/10/1996,1,10,17,34,3490,2,57,30,,no_prior_data,,1,sacked,7894,13/05/2018
0506,10/12/2005,Arsenal,Arsène Wenger,01/10/1996,0,10,20,14,3357,3,26,10,,no_prior_data,,1,sacked,7894,13/05/2018
0506,01/05/2006,Arsenal,Arsène Wenger,01/10/1996,3,8,17,35,3499,2,58,30,,no_prior_data,,1,sacked,7894,13/05/2018
0506,07/05/2006,Arsenal,Arsène Wenger,01/10/1996,3,11,23,37,3505,5,64,35,,no_prior_data,,1,sacked,7894,13/05/2018
0506,18/09/2005,Bolton,Sam Allardyce,19/10/1999,3,8,8,5,2161,3,8,2,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,01/02/2006,Bolton,Sam Allardyce,19/10/1999,1,6,16,21,2297,5,36,7,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,30/04/2006,Bolton,Sam Allardyce,19/10/1999,0,4,10,35,2385,2,52,8,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,01/04/2006,Bolton,Sam Allardyce,19/10/1999,0,9,16,29,2356,6,48,10,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,03/05/2006,Bolton,Sam Allardyce,19/10/1999,1,4,10,36,2388,1,52,7,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,07/05/2006,Bolton,Sam Allardyce,19/10/1999,3,5,8,37,2392,8,53,7,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,15/10/2005,Bolton,Sam Allardyce,19/10/1999,0,10,14,8,2188,4,14,3,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,17/04/2006,Bolton,Sam Allardyce,19/10/1999,1,0,10,33,2372,5,48,5,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,02/10/2005,Bolton,Sam Allardyce,19/10/1999,0,13,14,7,2175,2,14,4,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,09/04/2006,Bolton,Sam Allardyce,19/10/1999,0,6,12,31,2364,5,48,8,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,26/12/2005,Bolton,Sam Allardyce,19/10/1999,1,10,19,16,2260,5,30,8,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,03/12/2005,Bolton,Sam Allardyce,19/10/1999,3,9,19,13,2237,7,23,2,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,15/04/2006,Bolton,Sam Allardyce,19/10/1999,0,3,11,32,2370,4,48,7,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,31/12/2005,Bolton,Sam Allardyce,19/10/1999,0,8,17,17,2265,7,31,8,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,27/08/2005,Bolton,Sam Allardyce,19/10/1999,3,4,4,3,2139,5,4,1,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,17/12/2005,Bolton,Sam Allardyce,19/10/1999,3,10,19,15,2251,2,27,4,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,27/11/2005,Bolton,Sam Allardyce,19/10/1999,0,9,22,12,2231,2,23,3,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,24/09/2005,Bolton,Sam Allardyce,19/10/1999,3,10,11,6,2167,4,11,3,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,24/08/2005,Bolton,Sam Allardyce,19/10/1999,3,1,1,2,2136,6,1,-1,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,29/10/2005,Bolton,Sam Allardyce,19/10/1999,3,9,17,10,2202,6,17,1,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,18/03/2006,Bolton,Sam Allardyce,19/10/1999,3,8,14,27,2342,5,45,9,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,13/08/2005,Bolton,Sam Allardyce,19/10/1999,1,,,0,2125,1,0,0,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,10/12/2005,Bolton,Sam Allardyce,19/10/1999,1,12,19,14,2244,4,26,4,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,04/03/2006,Bolton,Sam Allardyce,19/10/1999,0,9,15,25,2328,3,42,8,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,22/04/2006,Bolton,Sam Allardyce,19/10/1999,3,1,10,34,2377,4,49,5,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,26/03/2006,Bolton,Sam Allardyce,19/10/1999,0,10,17,28,2350,2,48,11,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,26/02/2006,Bolton,Sam Allardyce,19/10/1999,3,7,13,24,2322,2,39,7,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,23/10/2005,Bolton,Sam Allardyce,19/10/1999,3,7,14,9,2196,2,14,-1,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,04/04/2006,Bolton,Sam Allardyce,19/10/1999,0,6,15,30,2359,1,48,9,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,07/11/2005,Bolton,Sam Allardyce,19/10/1999,3,9,19,11,2211,2,20,2,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,11/02/2006,Bolton,Sam Allardyce,19/10/1999,1,7,15,23,2307,6,38,7,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,04/02/2006,Bolton,Sam Allardyce,19/10/1999,1,6,14,22,2300,4,37,7,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,11/09/2005,Bolton,Sam Allardyce,19/10/1999,1,7,7,4,2154,1,7,2,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,21/01/2006,Bolton,Sam Allardyce,19/10/1999,3,6,16,20,2286,4,33,5,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,02/01/2006,Bolton,Sam Allardyce,19/10/1999,1,8,17,18,2267,4,31,5,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,14/01/2006,Bolton,Sam Allardyce,19/10/1999,1,6,18,19,2279,5,32,5,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,11/03/2006,Bolton,Sam Allardyce,19/10/1999,3,6,12,26,2335,4,42,6,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,21/08/2005,Bolton,Sam Allardyce,19/10/1999,0,1,1,1,2133,3,1,0,,no_prior_data,,0,mid_season_not_sacked,2749,29/04/2007
0506,26/02/2006,Middlesbrough,Steve McClaren,12/06/2001,3,6,9,25,1720,5,28,-11,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,15/10/2005,Middlesbrough,Steve McClaren,12/06/2001,1,7,11,8,1586,7,11,-2,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,14/12/2005,Wigan,Paul Jewell,12/06/2001,0,3,18,15,1646,2,25,2,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,31/12/2005,Wigan,Paul Jewell,12/06/2001,0,9,15,19,1663,5,34,4,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,26/12/2005,Middlesbrough,Steve McClaren,12/06/2001,0,5,12,17,1658,13,20,-3,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,18/04/2006,Wigan,Paul Jewell,12/06/2001,3,5,10,34,1771,1,48,-4,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,13/08/2005,Middlesbrough,Steve McClaren,12/06/2001,1,,,0,1523,1,0,0,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,07/05/2006,Middlesbrough,Steve McClaren,12/06/2001,0,5,11,37,1790,13,45,-9,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,24/09/2005,Wigan,Paul Jewell,12/06/2001,3,7,7,5,1565,8,7,0,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,10/12/2005,Middlesbrough,Steve McClaren,12/06/2001,0,7,12,15,1642,8,19,-1,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,31/01/2006,Middlesbrough,Steve McClaren,12/06/2001,3,2,7,22,1694,7,22,-13,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,15/10/2005,Wigan,Paul Jewell,12/06/2001,3,13,13,7,1586,6,13,2,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,28/08/2005,Middlesbrough,Steve McClaren,12/06/2001,0,4,4,3,1538,3,4,1,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,27/11/2005,Middlesbrough,Steve McClaren,12/06/2001,1,7,14,13,1629,4,18,0,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,02/10/2005,Wigan,Paul Jewell,12/06/2001,3,10,10,6,1573,5,10,1,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,18/12/2005,Middlesbrough,Steve McClaren,12/06/2001,1,4,11,16,1650,4,19,-3,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,03/04/2006,Wigan,Paul Jewell,12/06/2001,1,7,12,31,1756,2,46,-2,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,02/04/2006,Middlesbrough,Steve McClaren,12/06/2001,3,9,15,30,1755,4,37,-9,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,12/03/2006,Middlesbrough,Steve McClaren,12/06/2001,0,12,14,27,1734,6,34,-8,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,10/12/2005,Wigan,Paul Jewell,12/06/2001,0,6,19,14,1642,5,25,3,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,18/03/2006,Middlesbrough,Steve McClaren,12/06/2001,0,9,14,28,1740,12,34,-9,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,29/10/2005,Wigan,Paul Jewell,12/06/2001,3,13,19,9,1600,4,19,5,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,01/05/2006,Middlesbrough,Steve McClaren,12/06/2001,1,6,15,35,1784,4,43,-9,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,17/04/2006,Middlesbrough,Steve McClaren,12/06/2001,3,6,15,33,1770,9,40,-10,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,29/10/2005,Middlesbrough,Steve McClaren,12/06/2001,3,5,12,10,1600,10,12,-3,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,27/08/2005,Wigan,Paul Jewell,12/06/2001,3,0,0,2,1537,13,0,-2,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,04/03/2006,Middlesbrough,Steve McClaren,12/06/2001,3,9,12,26,1726,11,31,-9,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,03/05/2006,Middlesbrough,Steve McClaren,12/06/2001,1,4,13,36,1786,2,44,-9,,no_prior_data,,0,end_of_season,1794,11/05/2006
0506,15/01/2006,Wigan,Paul Jewell,12/06/2001,0,9,9,21,1678,2,34,-1,,no_prior_data,,0,end_of_season,2162,14/05/2007
0506,02/10/2005,Middlesbrough,Steve McClaren,12/06/2001,3,7,8,7,1573,6,8,-3,,no_prior_data,,0,end_of_season,1794,11/05/2006
